timestamp,weight,event,event_details
2024-01-01 00:00:00,0.0,no_event,
2024-01-01 00:00:05,0.0,no_event,
2024-01-01 00:00:10,0.0,no_event,
2024-01-01 00:00:15,0.0039208948278746,no_event,
2024-01-01 00:00:20,0.0,no_event,
2024-01-01 00:00:25,0.0397542928816676,no_event,
2024-01-01 00:00:30,0.0,no_event,
2024-01-01 00:00:35,0.0577118082444721,no_event,
2024-01-01 00:00:40,0.0174705371279718,no_event,
2024-01-01 00:00:45,0.0,no_event,
2024-01-01 00:00:50,0.0,no_event,
2024-01-01 00:00:55,0.0504122869488804,no_event,
2024-01-01 00:01:00,0.0,no_event,
2024-01-01 00:01:05,0.0,no_event,
2024-01-01 00:01:10,0.0,no_event,
2024-01-01 00:01:15,0.0483195410074779,no_event,
2024-01-01 00:01:20,0.0,no_event,
2024-01-01 00:01:25,0.0617139715791114,no_event,
2024-01-01 00:01:30,0.0,no_event,
2024-01-01 00:01:35,0.0,no_event,
2024-01-01 00:01:40,0.006039856901251,no_event,
2024-01-01 00:01:45,0.0343422637758422,no_event,
2024-01-01 00:01:50,0.0,no_event,
2024-01-01 00:01:55,0.0875821483307548,no_event,
2024-01-01 00:02:00,0.0,no_event,
2024-01-01 00:02:05,0.0328284184149383,no_event,
2024-01-01 00:02:10,0.0,no_event,
2024-01-01 00:02:15,0.0131419769301025,no_event,
2024-01-01 00:02:20,0.0,no_event,
2024-01-01 00:02:25,0.0,no_event,
2024-01-01 00:02:30,0.0735995023018828,no_event,
2024-01-01 00:02:35,0.0312321935789385,no_event,
2024-01-01 00:02:40,0.0,no_event,
2024-01-01 00:02:45,0.0,no_event,
2024-01-01 00:02:50,0.0,no_event,
2024-01-01 00:02:55,0.0086118862471117,no_event,
2024-01-01 00:03:00,0.0528819010461111,no_event,
2024-01-01 00:03:05,0.0,no_event,
2024-01-01 00:03:10,0.0159175415161667,no_event,
2024-01-01 00:03:15,0.0171544342128013,no_event,
2024-01-01 00:03:20,0.0,no_event,
2024-01-01 00:03:25,0.0153893289084833,no_event,
2024-01-01 00:03:30,0.0285959213594375,no_event,
2024-01-01 00:03:35,0.0333321704701753,no_event,
2024-01-01 00:03:40,0.0,no_event,
2024-01-01 00:03:45,0.0306515248040017,no_event,
2024-01-01 00:03:50,0.0,no_event,
2024-01-01 00:03:55,0.0120713012087319,no_event,
2024-01-01 00:04:00,0.0291696217165647,no_event,
2024-01-01 00:04:05,0.01428626827656,no_event,
2024-01-01 00:04:10,0.0,no_event,
2024-01-01 00:04:15,0.0,no_event,
2024-01-01 00:04:20,0.0,no_event,
2024-01-01 00:04:25,0.0679383923351848,no_event,
2024-01-01 00:04:30,0.0,no_event,
2024-01-01 00:04:35,0.0,no_event,
2024-01-01 00:04:40,0.0305177081761006,no_event,
2024-01-01 00:04:45,0.0,no_event,
2024-01-01 00:04:50,0.0222037585561689,no_event,
2024-01-01 00:04:55,0.0,no_event,
2024-01-01 00:05:00,0.0429627174175562,no_event,
2024-01-01 00:05:05,0.0744741588613258,no_event,
2024-01-01 00:05:10,0.0290439123510216,no_event,
2024-01-01 00:05:15,0.0,no_event,
2024-01-01 00:05:20,0.0439712375563727,no_event,
2024-01-01 00:05:25,0.0218214683807085,no_event,
2024-01-01 00:05:30,0.0895178566643564,no_event,
2024-01-01 00:05:35,0.0064788155493681,no_event,
2024-01-01 00:05:40,0.0,no_event,
2024-01-01 00:05:45,0.0119657624655816,no_event,
2024-01-01 00:05:50,0.0,no_event,
2024-01-01 00:05:55,0.0,no_event,
2024-01-01 00:06:00,0.0,no_event,
2024-01-01 00:06:05,0.0432849946651727,no_event,
2024-01-01 00:06:10,0.0429680580360984,no_event,
2024-01-01 00:06:15,0.0387158659156192,no_event,
2024-01-01 00:06:20,0.0889340214704597,no_event,
2024-01-01 00:06:25,0.0,no_event,
2024-01-01 00:06:30,0.0943602192086074,no_event,
2024-01-01 00:06:35,0.0,no_event,
2024-01-01 00:06:40,0.0094583466379009,no_event,
2024-01-01 00:06:45,0.0436863186642346,no_event,
2024-01-01 00:06:50,0.1041041935425537,no_event,
2024-01-01 00:06:55,0.0136167474326682,no_event,
2024-01-01 00:07:00,0.0113663656791112,no_event,
2024-01-01 00:07:05,0.0987304273335659,no_event,
2024-01-01 00:07:10,0.0,no_event,
2024-01-01 00:07:15,0.0,no_event,
2024-01-01 00:07:20,0.0065451701864799,no_event,
2024-01-01 00:07:25,0.0216261595607291,no_event,
2024-01-01 00:07:30,0.0131078928992369,no_event,
2024-01-01 00:07:35,0.0217845185098562,no_event,
2024-01-01 00:07:40,0.0,no_event,
2024-01-01 00:07:45,0.0,no_event,
2024-01-01 00:07:50,0.0,no_event,
2024-01-01 00:07:55,0.0,no_event,
2024-01-01 00:08:00,0.0162762437539053,no_event,
2024-01-01 00:08:05,0.0,no_event,
2024-01-01 00:08:10,0.0,no_event,
2024-01-01 00:08:15,0.0,no_event,
2024-01-01 00:08:20,0.0668551469756223,no_event,
2024-01-01 00:08:25,0.0,no_event,
2024-01-01 00:08:30,0.0845932565593533,no_event,
2024-01-01 00:08:35,0.0532307307008298,no_event,
2024-01-01 00:08:40,0.0387544436288267,no_event,
2024-01-01 00:08:45,0.0349756021449797,no_event,
2024-01-01 00:08:50,0.0002241274663346,no_event,
2024-01-01 00:08:55,0.0516662555336126,no_event,
2024-01-01 00:09:00,0.0472185967514318,no_event,
2024-01-01 00:09:05,0.0222141886858878,no_event,
2024-01-01 00:09:10,0.0280867343791262,no_event,
2024-01-01 00:09:15,0.0,no_event,
2024-01-01 00:09:20,0.0406828138194908,no_event,
2024-01-01 00:09:25,0.0433472383111102,no_event,
2024-01-01 00:09:30,0.0,no_event,
2024-01-01 00:09:35,0.0723049293721123,no_event,
2024-01-01 00:09:40,0.0631536248761526,no_event,
2024-01-01 00:09:45,0.0754116386241289,no_event,
2024-01-01 00:09:50,0.0580527370035729,no_event,
2024-01-01 00:09:55,0.0,no_event,
2024-01-01 00:10:00,0.0,no_event,
